============================== SRIM-2012.03 ==============================
==============================================================================
=================  TRANSMIT.txt : File of Transmitted Ions  ==================
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom, B= Backscattered Ion, T= Transmitted Ion.   =
=  Col.#2: Ion Number, Col.#3: Z of atom leaving, Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target, Y,Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.=  N(1.02 MeV) ==> Layer 1(  1 um) ==========================
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T  954  7 .1010292E+07   1000779E-02 -.2066E+02 -.4167E+01   .9999867 -.0044829 -.0025484
T  955  7 .1009584E+07   1000168E-02  .2713E+02  .1844E+02   .9999588  .0086091  .0028815
T  956  7 .1007679E+07   1000209E-02 -.3742E+02  .1988E+02   .9999711 -.0068753  .0032404
T  957  7 .1014269E+07   1000124E-02  .4682E+00 -.9251E+01   .9999792  .0049352 -.0041608
T  958  7 .1013537E+07   1000052E-02  .5703E+01 -.1264E+02   .9999994  .0000589 -.0010714
T  959  7 .1009479E+07   1000751E-02  .1419E+02  .3290E+02   .9999328  .0060109  .0099151
T  960  7 .1008337E+07   1000147E-02  .2093E+02  .5690E+01   .9999671  .0067199  .0045335
T  961  7 .1014613E+07   1000713E-02  .4554E+01 -.4606E+01   .9999934  .0002004 -.0036298
T  962  7 .1004941E+07   1000683E-02 -.4154E+01  .1057E+01   .9999993  .0001284  .0011811
T  963  7 .1014050E+07   1000522E-02 -.3222E+01  .1260E+02   .9999956 -.0009474  .0028018
T  964  7 .1014550E+07   1000614E-02  .1118E+02 -.2736E+01   .9999974 -.0012696  .0018845
T  965  7 .1008607E+07   1000139E-02  .3992E+01  .9065E+01   .9999994  .0010489  .0000085
T  966  7 .1012028E+07   1000712E-02 -.1996E+02 -.3654E+01   .9999847 -.0053163 -.0015550
T  967  7 .1011398E+07   1000149E-02  .1237E+02 -.1781E+02   .9998787  .0070251 -.0138976
T  968  7 .1020248E+07   1000696E-02 -.1139E+02  .2251E+02   .9999845 -.0022862  .0050753
T  969  7 .1011919E+07   1000164E-02  .7379E+01 -.6472E+02   .9999351 -.0036287 -.0107997
T  970  7 .1005484E+07   1000315E-02  .1031E+02 -.2213E+02   .9999962  .0001760 -.0027563
T  971  7 .1017749E+07   1000734E-02 -.1904E+02  .1813E+02   .9999651 -.0070441  .0045011
T  972  7 .1014119E+07   1000154E-02 -.1641E+03  .4268E+02   .9996003 -.0270853  .0081009
T  973  7 .1014341E+07   1000779E-02 -.3052E+02  .3520E+02   .9999371 -.0094587  .0060245
T  974  7 .1014858E+07   1000797E-02  .7786E+01  .1023E+02   .9999965 -.0001728  .0026245
T  975  7 .1016339E+07   1000227E-02 -.4113E+02 -.1480E+02   .9999720 -.0074672  .0004649
T  976  7 .1007446E+07   1000315E-02  .1223E+02  .2352E+02   .9999735  .0060150  .0041048
T  977  7 .1011613E+07   1000197E-02 -.1492E+02  .4544E+00   .9999988 -.0005367 -.0014770
T  978  7 .1003250E+07   1000279E-02 -.9279E+00  .7744E+01   .9999992  .0011738  .0004171
T  979  7 .1011860E+07   1000787E-02 -.4007E+01 -.9406E+01   .9999939  .0033150 -.0010880
T  980  7 .1010652E+07   1000666E-02  .3367E+00 -.3072E+02   .9999578 -.0032045 -.0086052
T  981  7 .1007608E+07   1000079E-02 -.4465E+01 -.1490E+02   .9999904 -.0016984 -.0040305
T  982  7 .1012953E+07   1000400E-02 -.5313E+02  .1279E+03   .9997941 -.0103213  .0174709
T  983  7 .1011989E+07   1000530E-02  .2135E+02  .2651E+02   .9995583 -.0024051  .0296208
T  984  7 .1010079E+07   1000509E-02  .4854E+01  .1084E+02   .9999979  .0017591  .0010630
T  985  7 .1006249E+07   1000452E-02 -.4065E+01  .2440E+01   .9999935 -.0032722 -.0015452
T  986  7 .1014000E+07   1000647E-02  .5965E+02 -.5543E+02   .9999282  .0094697 -.0073408
T  987  7 .1012910E+07   1000381E-02 -.2334E+02 -.9823E+01   .9999826 -.0053546 -.0024732
T  988  7 .1011322E+07   1000812E-02  .1391E+02  .1868E+02   .9999961  .0020796  .0018833
T  989  7 .1009875E+07   1000558E-02  .1396E+02 -.3054E+02   .9999717  .0048631 -.0057399
T  990  7 .1010725E+07   1000321E-02 -.2928E+02 -.4155E+02   .9999916 -.0036832 -.0018116
T  991  7 .1009198E+07   1000006E-02  .7395E+00  .3374E+02   .9993281  .0283076  .0232829
T  992  7 .1008019E+07   1000139E-02  .9828E+01  .5557E+02   .9999160  .0038925  .0123589
T  993  7 .1010649E+07   1000377E-02  .5328E+01 -.6321E+01   .9999818  .0049947 -.0033773
T  994  7 .1015736E+07   1000689E-02  .7113E+01  .1779E+02   .9999761 -.0055739 -.0040983
T  995  7 .1008342E+07   1000715E-02 -.1423E+02  .1431E+02   .9999933 -.0012228  .0034378
T  996  7 .1011363E+07   1000643E-02 -.1848E+02  .3429E+02   .9999152 -.0081781  .0101341
T  997  7 .1019056E+07   1000721E-02  .2283E+02  .4009E+01   .9999964  .0023233  .0013671
T  998  7 .1009674E+07   1000430E-02  .4871E+01  .6719E+01   .9999974  .0022953  .0000456
T  999  7 .1015409E+07   1000416E-02 -.2267E+02 -.4479E+02   .9999035 -.0057781 -.0126367
T 1000  7 .1014761E+07   1000708E-02  .3368E+01  .2266E+01   .9999879  .0017814  .0045749
T 1001  7 .1013229E+07   1000348E-02  .1577E+02 -.2319E+02   .9999751  .0019755 -.0067797
T 1002  7 .1014320E+07   1000580E-02 -.2251E+02 -.1786E+02   .9999909 -.0028850 -.0031411
T 1003  7 .1013611E+07   1000342E-02 -.3848E+02  .2636E+02   .9999782 -.0053705  .0038314
T 1004  7 .1010562E+07   1000524E-02 -.5294E+00 -.1806E+02   .9999820  .0024538 -.0054697
T 1005  7 .1010085E+07   1000545E-02  .7414E+01 -.1179E+01   .9999822  .0057610 -.0015205
T 1006  7 .1015812E+07   1000804E-02 -.1634E+02 -.1898E+02   .9998843 -.0151365 -.0015108
T 1007  7 .1016740E+07   1000483E-02 -.3662E+02 -.7591E+01   .9999833 -.0053825 -.0021222
T 1008  7 .1016857E+07   1000011E-02 -.1313E+02  .1178E+02   .9999689  .0007884  .0078464
T 1009  7 .1009422E+07   1000414E-02 -.1638E+02  .3531E+01   .9999913 -.0036315  .0020665
T 1010  7 .1010644E+07   1000219E-02 -.1276E+02  .5561E+01   .9999987  .0000891  .0016111
T 1011  7 .1005859E+07   1000319E-02 -.7306E+01 -.8527E+01   .9999804 -.0000065 -.0062666
T 1012  7 .1012061E+07   1000085E-02  .1462E+02 -.9095E+01   .9999892  .0036660 -.0028624
T 1013  7 .1008069E+07   1000202E-02  .2046E+02 -.1175E+02   .9990969  .0422350 -.0046532
T 1014  7 .1011786E+07   1000132E-02  .7966E+01 -.1275E+01   .9999952  .0030512  .0004988
T 1015  7 .1015276E+07   1000357E-02  .4406E+01 -.4799E+01   .9999832  .0014868 -.0056015
T 1016  7 .1011991E+07   1000428E-02  .2565E+02 -.4531E+01   .9999610  .0085632 -.0021458
T 1017  7 .1010663E+07   1000150E-02 -.4822E+01  .2226E+02   .9999729 -.0031803  .0066464
T 1018  7 .1018874E+07   1000389E-02  .6632E+01  .1003E+02   .9999804  .0061582 -.0011582
T 1019  7 .1015197E+07   1000734E-02  .4041E+02 -.1141E+02   .9998841  .0149075 -.0031019
T 1020  7 .1008927E+07   1000455E-02  .2627E+02  .1990E+02   .9999191  .0114488  .0055367
T 1021  7 .1010874E+07   1000518E-02 -.6162E+01  .8459E+02   .9999297 -.0037067  .0112643
T 1022  7 .1006249E+07   1000597E-02 -.1960E+02 -.1789E+02   .9998690  .0034388 -.0158151
T 1023  7 .1012158E+07   1000688E-02  .4916E+01 -.2012E+02   .9999657  .0021260 -.0080027
T 1024  7 .1011670E+07   1000569E-02 -.7919E+01  .1517E+02   .9999350 -.0082317  .0078885
T 1025  7 .1003388E+07   1000419E-02 -.5165E+01  .6944E+01   .9999992  .0002936 -.0012519
T 1026  7 .1013100E+07   1000615E-02  .5777E+02  .1664E+03   .9994426  .0045304  .0330761
T 1027  7 .1003428E+07   1000498E-02  .2127E+02 -.1592E+02   .9999783  .0059451  .0028409
T 1028  7 .1016986E+07   1000044E-02  .3070E+02  .9739E+01   .9999897  .0042946 -.0014409
T 1029  7 .1003642E+07   1000547E-02 -.3374E+02 -.1395E+02   .9999627 -.0077229 -.0038691
T 1030  7 .1015518E+07   1000023E-02 -.9071E+01 -.4194E+01   .9999957 -.0028869 -.0004982
T 1031  7 .1018541E+07   1000444E-02  .9742E+01 -.4766E+01   .9999955  .0029884 -.0003865
T 1032  7 .1008516E+07   1000255E-02 -.1347E+02 -.1022E+02   .9999924 -.0038742 -.0003509
T 1033  7 .1012063E+07   1000330E-02  .2487E+01  .2584E+02   .9999549  .0014226  .0093851
T 1034  7 .1016351E+07   1000585E-02  .1174E+02 -.2109E+02   .9999999  .0003966 -.0003248
T 1035  7 .1011951E+07   1000546E-02 -.1020E+03  .1963E+03   .9993816 -.0182014  .0300844
T 1036  7 .1014205E+07   1000807E-02 -.1413E+02 -.7025E+01   .9999890 -.0016187 -.0044089
T 1037  7 .1010452E+07   1000625E-02 -.4968E+01 -.3032E+02   .9999758 -.0035748 -.0059662
T 1038  7 .1011963E+07   1000716E-02 -.7831E+02 -.2071E+02   .9999118 -.0129738 -.0028424
T 1039  7 .1011342E+07   1000409E-02 -.2577E+02 -.1653E+02   .9999782 -.0062074 -.0022456
T 1040  7 .1007419E+07   1000092E-02  .1789E+02  .3394E+01   .9999927  .0038181 -.0001642
T 1041  7 .1016787E+07   1000541E-02  .3440E+02 -.1332E+02   .9999602  .0088640 -.0009886
T 1042  7 .1014598E+07   1000553E-02  .3725E+02 -.8137E+01   .9999646  .0083759 -.0008306
T 1043  7 .1009098E+07   1000806E-02 -.3158E+01 -.1390E+02   .9999880 -.0024323 -.0042426
T 1044  7 .1009166E+07   1000177E-02 -.3131E+02  .6810E+01   .9999672 -.0078835  .0018465
T 1045  7 .1007151E+07   1000634E-02 -.2678E+02 -.4145E+02   .9999716 -.0074067 -.0013826
T 1046  7 .1003665E+07   1000299E-02  .2207E+02  .1891E+02   .9996569  .0255605  .0057246
T 1047  7 .1017955E+07   1000381E-02  .2436E+02  .3635E+02   .9998987  .0128406  .0061392
T 1048  7 .1010347E+07   1000085E-02  .1715E+02 -.1000E+02   .9999955  .0005832 -.0029368
T 1049  7 .1006739E+07   1000349E-02 -.4697E+01  .1357E+02   .9999960 -.0027686  .0005080
T 1050  7 .1011611E+07   1000183E-02 -.3286E+02  .6380E+01   .9999808 -.0046572 -.0040792
T 1051  7 .1012766E+07   1000194E-02  .4305E+01 -.7823E+01   .9999977  .0020842 -.0004973
T 1052  7 .1009667E+07   1000584E-02 -.3132E+00 -.1909E+03   .9995368  .0011704 -.0304112
T 1053  7 .1012402E+07   1000629E-02  .1092E+02 -.1883E+01   .9999964  .0025368 -.0008605
T 1054  7 .1009160E+07   1000094E-02 -.6879E+01  .4114E+00   .9999986  .0009597  .0014012
T 1055  7 .1014090E+07   1000786E-02  .4696E+01  .1288E+02   .9999935  .0015656  .0032622
T 1056  7 .1005942E+07   1000574E-02 -.1767E+03 -.1276E+03   .9994010 -.0286732 -.0193751
T 1057  7 .1015013E+07   1000636E-02  .3094E+02 -.8108E+01   .9999946  .0031982 -.0008074
T 1058  7 .1015762E+07   1000257E-02 -.2910E+01  .9246E+01   .9999963 -.0009844  .0025403
T 1059  7 .1009381E+07   1000608E-02 -.8031E+01  .3423E+01   .9999997 -.0003436 -.0007426
T 1060  7 .1008966E+07   1000356E-02  .1071E+02 -.2445E+02   .9999900  .0028082 -.0034814
T 1061  7 .1006914E+07   1000582E-02 -.4368E+00  .1581E+02   .9999767 -.0035193  .0058451
T 1062  7 .1007085E+07   1000771E-02  .1293E+02  .5506E+01   .9999961  .0027478 -.0003915
T 1063  7 .1014831E+07   1000183E-02  .1855E+02 -.1929E+02   .9999655  .0070535 -.0043934
T 1064  7 .1007601E+07   1000445E-02 -.2238E+02  .8050E+01   .9999870 -.0048114  .0016712
T 1065  7 .1009295E+07   1000295E-02  .3343E+01 -.7765E+01   .9999983  .0003078 -.0018021
T 1066  7 .1012171E+07   1000083E-02 -.1484E+03 -.3060E+02   .9996861 -.0244856 -.0053062
T 1067  7 .1012788E+07   1000214E-02  .2636E+02 -.2146E+02   .9999805  .0045590 -.0042636
T 1068  7 .1004916E+07   1000392E-02 -.2921E+02  .6342E+02   .9999775 -.0040183  .0053703
T 1069  7 .1013567E+07   1000202E-02 -.1012E+02 -.9254E+01   .9999935 -.0036071  .0002143
T 1070  7 .1011498E+07   1000296E-02 -.1291E+02  .1727E+02   .9999912 -.0039718  .0013215
T 1071  7 .1011032E+07   1000388E-02  .2548E+00 -.6953E+00   .9999990 -.0012385  .0006148
T 1072  7 .1002708E+07   1000282E-02  .5492E+01  .1996E+01   .9999947  .0000261 -.0032460
T 1073  7 .1014846E+07   1000566E-02  .2061E+02  .3920E+02   .9999562  .0047429  .0080747
T 1074  7 .1010083E+07   1000134E-02  .9407E+01 -.1006E+02   .9999963 -.0010792 -.0025055
T 1075  7 .1014157E+07   1000747E-02  .2901E+01 -.5133E+01   .9999993  .0004811  .0010576
T 1076  7 .1013076E+07   1000343E-02 -.1292E+02  .1126E+02   .9999977 -.0001085  .0021416
T 1077  7 .1013268E+07   1000703E-02 -.1152E+02  .5350E+00   .9999864 -.0014370  .0050182
T 1078  7 .1003927E+07   1000020E-02 -.3189E+01 -.4246E+01   .9999949 -.0029679 -.0012020
T 1079  7 .1003783E+07   1000496E-02 -.1188E+02 -.1334E+02   .9999905 -.0018560 -.0039405
T 1080  7 .1010336E+07   1000197E-02 -.1288E+02  .1076E+02   .9999946 -.0032193 -.0006773
T 1081  7 .1014080E+07   1000433E-02  .1541E+02  .9192E+01   .9999874  .0048390  .0013501
T 1082  7 .1018422E+07   1000175E-02 -.1797E+02  .5674E+01   .9999999  .0000461 -.0004792
T 1083  7 .1015749E+07   1000755E-02  .1622E+01  .1138E+02   .9999960 -.0011928  .0025555
T 1084  7 .1009762E+07   1000290E-02 -.1907E+02  .7647E+01   .9999825 -.0040544  .0043199
T 1085  7 .1010356E+07   1000589E-02  .8062E+01  .3138E+02   .9999776  .0004276  .0066821
T 1086  7 .1012145E+07   1000542E-02 -.2126E+02 -.1465E+02   .9999884 -.0038354 -.0029172
T 1087  7 .1010231E+07   1000390E-02 -.2431E+02 -.4911E+02   .9999229 -.0051600 -.0112943
T 1088  7 .1016960E+07   1000308E-02 -.1208E+02  .1418E+02   .9999842 -.0007214  .0055707
T 1089  7 .1016945E+07   1000366E-02 -.1442E+02 -.9411E+01   .9999680  .0015374 -.0078523
T 1090  7 .1013141E+07   1000629E-02  .1691E+02  .1672E+02   .9999455  .0093518  .0046404
T 1091  7 .1016623E+07   1000072E-02  .2023E+02 -.1577E+02   .9999790  .0056671 -.0031365
T 1092  7 .1015187E+07   1000381E-02  .1318E+02  .1069E+02   .9997478  .0224071 -.0014689
T 1093  7 .1014278E+07   1000712E-02 -.2600E+02  .2785E+02   .9999793 -.0051355  .0038811
T 1094  7 .1012897E+07   1000121E-02 -.9087E+01  .4604E+01   .9999978 -.0017413 -.0011689
T 1095  7 .1010005E+07   1000724E-02  .7307E+01  .1133E+02   .9999941 -.0004623  .0033956
T 1096  7 .1019176E+07   1000807E-02 -.1469E+02  .2264E+01   .9999952 -.0030024 -.0007990
T 1097  7 .1012660E+07   1000613E-02  .2986E+01 -.9373E+01   .9999789  .0035933 -.0054094
T 1098  7 .1013149E+07   1000785E-02  .5437E+02  .1128E+02   .9999367  .0102513  .0046474
T 1099  7 .1008653E+07   1000329E-02 -.1134E+02  .2266E+02   .9999428 -.0064139  .0085535
T 1100  7 .1012781E+07   1000479E-02  .5644E+02  .6266E+01   .9998786  .0135059 -.0077658
T 1101  7 .1016165E+07   1000487E-02 -.3836E+01 -.3855E+02   .9999782 -.0007175 -.0065592
T 1102  7 .1016385E+07   1000026E-02 -.1675E+02 -.2786E+01   .9999839 -.0056702  .0000427
T 1103  7 .1013759E+07   1000795E-02 -.1292E+02  .2429E+02   .9999826 -.0019745  .0055506
T 1104  7 .1008721E+07   1000351E-02  .1003E+02  .9789E+01   .9999989 -.0005712 -.0013375
T 1105  7 .1011477E+07   1000810E-02 -.2809E+01  .2355E+02   .9999640  .0002916  .0084765
T 1106  7 .1012031E+07   1000264E-02  .2014E+02 -.4363E+01   .9999794  .0051103 -.0038890
T 1107  7 .1008275E+07   1000246E-02 -.4027E+01 -.2402E+01   .9999875  .0009051 -.0049247
T 1108  7 .1001942E+07   1000251E-02  .1181E+03  .1140E+02   .9998110  .0194229  .0008593
T 1109  7 .1010229E+07   1000040E-02  .2166E+02 -.7400E+01   .9999977  .0014369 -.0016110
T 1110  7 .1009347E+07   1000468E-02  .2618E+01 -.1872E+01   .9999983 -.0000002 -.0018590
T 1111  7 .1010887E+07   1000790E-02 -.1338E+02  .3089E+01   .9999887 -.0045297 -.0014173
T 1112  7 .1016929E+07   1000318E-02 -.1119E+02  .2518E+01   .9999241 -.0119832  .0028678
T 1113  7 .1015306E+07   1000526E-02 -.2284E+02 -.1580E+02   .9999563 -.0080462 -.0047551
T 1114  7 .1011421E+07   1000025E-02  .1441E+02 -.1896E+02   .9999650  .0062011 -.0056087
T 1115  7 .1008317E+07   1000507E-02  .4621E+02  .6216E+00   .9998602  .0146504 -.0080555
T 1116  7 .1017530E+07   1000770E-02 -.5314E+02 -.2990E+02   .9999223 -.0120999 -.0029860
T 1117  7 .1013058E+07   1000626E-02 -.1930E+01 -.7214E+01   .9999945 -.0031685  .0010116
T 1118  7 .1002409E+07   1000529E-02  .2002E+00 -.2072E+02   .9999891 -.0001456 -.0046723
T 1119  7 .1011465E+07   1000635E-02  .1843E+02 -.6477E+02   .9999076  .0042772 -.0129061
T 1120  7 .1006864E+07   1000529E-02 -.1930E+02  .1553E+01   .9999988 -.0010558 -.0011107
T 1121  7 .1017552E+07   1000435E-02  .7390E+01 -.3038E+02   .9999984  .0004906 -.0016994
T 1122  7 .1007874E+07   1000422E-02  .2812E+02 -.1396E+02   .9999898  .0035317 -.0027983
T 1123  7 .1002911E+07   1000733E-02 -.7939E+01  .4203E+02   .9996310  .0143620  .0230573
T 1124  7 .1014277E+07   1000537E-02  .2335E+02  .1168E+02   .9999915  .0036137  .0019960
T 1125  7 .1014638E+07   1000297E-02 -.2586E+02 -.3959E+02   .9999365 -.0089792 -.0068024
T 1126  7 .1006393E+07   1000407E-02  .3414E+01  .2992E+02   .9999808  .0039078  .0048049
T 1127  7 .1013282E+07   1000797E-02 -.8892E+01  .1128E+02   .9999972 -.0021415  .0009581
T 1128  7 .1011389E+07   1000139E-02  .2087E+02 -.1433E+02   .9999963  .0026994  .0001391
T 1129  7 .1010120E+07   1000003E-02  .2141E+02 -.8058E+01   .9999726  .0073618  .0007785
T 1130  7 .1011129E+07   1000331E-02 -.3435E+01  .5499E+01   .9999401 -.0024770  .0106629
T 1131  7 .1005256E+07   1000585E-02 -.2165E+02 -.5507E+01   .9999939 -.0034096 -.0007150
T 1132  7 .1012400E+07   1000706E-02  .7956E+01  .9133E+01   .9999981  .0017564 -.0008051
T 1133  7 .1010952E+07   1000490E-02  .7169E+01  .5526E+01   .9999964 -.0015116  .0022351
T 1134  7 .1014374E+07   1000258E-02 -.4236E+01  .1010E+03   .9998870  .0045157  .0143378
T 1135  7 .1006265E+07   1000761E-02 -.2308E+02  .3538E+01   .9999923 -.0027982  .0027602
T 1136  7 .1005605E+07   1000673E-02  .1016E+02  .1841E+02   .9999173 -.0000319  .0128623
T 1137  7 .1010295E+07   1000026E-02 -.3815E+00  .2162E+01   .9999982 -.0000723 -.0018748
T 1138  7 .1005360E+07   1000068E-02  .1616E+02 -.7267E+01   .9999793  .0050624 -.0039641
T 1139  7 .1007746E+07   1000193E-02  .8881E+02  .6393E+02   .9998198  .0168990  .0086519
T 1140  7 .1010636E+07   1000420E-02  .1812E+02  .5336E+01   .9999698  .0071505  .0030301
T 1141  7 .1008054E+07   1000667E-02  .1467E+02  .6211E+00   .9999976  .0020678  .0007593
T 1142  7 .1011440E+07   1000212E-02  .4494E+01  .1182E+02   .9999973  .0018855 -.0013670
T 1143  7 .1015793E+07   1000233E-02 -.1069E+02  .1045E+02   .9999981  .0002068  .0019298
T 1144  7 .1006267E+07   1000501E-02 -.3000E+00  .1109E+02   .9999834  .0025555  .0051703
T 1145  7 .1011864E+07   1000032E-02 -.6045E+01  .1551E+02   .9999849 -.0013598  .0053194
T 1146  7 .1013782E+07   1000736E-02  .4617E+02 -.4414E+02   .9997797  .0174242 -.0117020
T 1147  7 .1005287E+07   1000464E-02  .1202E+03  .1835E+03   .9992902  .0178236  .0331871
T 1148  7 .1011137E+07   1000563E-02 -.5467E+01  .4391E+01   .9999911 -.0023059  .0035336
T 1149  7 .1016071E+07   1000762E-02 -.2492E+01  .7119E+01   .9999995 -.0001623 -.0009991
T 1150  7 .1010460E+07   1000304E-02  .3703E+01  .6777E+01   .9999962  .0022906  .0015214
T 1151  7 .1010628E+07   1000675E-02  .3638E+01  .5227E+01   .9999807  .0011646  .0061041
T 1152  7 .1009953E+07   1000095E-02  .3157E+02  .1792E+02   .9999864  .0052150  .0000099
T 1153  7 .1013226E+07   1000270E-02 -.7709E+01  .1229E+02   .9999983  .0007817  .0016607
T 1154  7 .1003211E+07   1000044E-02  .3495E+01 -.1230E+02   .9999942  .0031668 -.0012134
T 1155  7 .1014831E+07   1000189E-02  .3889E+02 -.3278E+02   .9998447  .0153772 -.0086067
T 1156  7 .1002408E+07   1000779E-02 -.7953E+00 -.2895E+01   .9999976  .0007777 -.0020614
T 1157  7 .1012924E+07   1000405E-02  .1368E+02  .7093E+00   .9995638  .0261187  .0137850
T 1158  7 .1010419E+07   1000535E-02  .2507E+02  .2630E+01   .9999914  .0040357  .0009171
T 1159  7 .1011878E+07   1000792E-02  .7718E+01  .1821E+01   .9999889  .0046199 -.0009674
T 1160  7 .1008348E+07   1000119E-02 -.3148E+01  .2223E+02   .9998693 -.0065459  .0147834
T 1161  7 .1012069E+07   1000095E-02 -.1056E+03 -.6289E+02   .9998236 -.0169405 -.0081111
T 1162  7 .1010806E+07   1000243E-02  .1584E+00  .2417E+02   .9999780  .0025257  .0061365
T 1163  7 .1001900E+07   1000232E-02  .1297E+03  .4215E+03   .9969661  .0220023  .0746629
T 1164  7 .1008425E+07   1000658E-02 -.1111E+02  .1973E+01   .9999964 -.0026289 -.0005140
T 1165  7 .1005906E+07   1000051E-02 -.2291E+01  .9116E+01   .9999992  .0002030  .0012560
T 1166  7 .1012845E+07   1000062E-02  .1340E+02  .2862E+01   .9999944  .0027536  .0019013
T 1167  7 .1011376E+07   1000757E-02 -.1451E+02  .1684E+02   .9999130 -.0016268  .0130924
T 1168  7 .1015730E+07   1000744E-02  .2789E+01 -.5313E+01   .9999391  .0065751 -.0088675
T 1169  7 .1007002E+07   1000303E-02 -.1278E+02  .5123E+01   .9999941 -.0029849  .0016750
T 1170  7 .1014364E+07   1000645E-02 -.1927E+02  .2252E+01   .9999913 -.0041509  .0003686
T 1171  7 .1006597E+07   1000540E-02 -.8574E+00  .1512E+02   .9999820  .0057297  .0017659
T 1172  7 .1011155E+07   1000747E-02 -.1621E+01  .9944E+01   .9999973  .0022677  .0004049
T 1173  7 .1011054E+07   1000536E-02  .2010E+02  .2894E+02   .9999820  .0035456  .0048350
T 1174  7 .1010799E+07   1000308E-02  .8336E+01 -.1805E+01   .9999968  .0004689  .0024755
T 1175  7 .1003860E+07   1000682E-02  .1248E+02  .1824E+01   .9999903  .0043579  .0006925
T 1176  7 .1014270E+07   1000425E-02  .4368E+02 -.9721E+01   .9999690  .0074991 -.0024197
T 1177  7 .1010122E+07   1000050E-02  .3549E+02 -.1917E+02   .9981629  .0034509 -.0604888
T 1178  7 .1003892E+07   1000107E-02  .2263E+02  .7162E+02   .9997248  .0082563  .0219572
T 1179  7 .1015601E+07   1000338E-02 -.4633E+01 -.1065E+02   .9999920  .0019953 -.0034675
T 1180  7 .1012241E+07   1000671E-02  .4718E+01  .8086E+01   .9999865 -.0051438  .0007727
T 1181  7 .1007336E+07   1000560E-02 -.1644E+01 -.1345E+02   .9999836 -.0005107 -.0057042
T 1182  7 .1007290E+07   1000497E-02 -.2937E+01 -.5717E+02   .9999435  .0022781 -.0103835
T 1183  7 .1016301E+07   1000306E-02 -.1674E+02  .3107E+01   .9999924  .0002427  .0039005
T 1184  7 .1010659E+07   1000531E-02 -.4183E+02  .1608E+02   .9999652 -.0081865  .0015957
T 1185  7 .1007424E+07   1000741E-02  .3841E+02 -.2237E+02   .9998468  .0033814 -.0171733
T 1186  7 .1011525E+07   1000786E-02  .7017E+02  .2321E+02   .9999545  .0088712  .0035024
T 1187  7 .1003685E+07   1000461E-02 -.1137E+02 -.2997E+01   .9999972 -.0023631  .0002865
T 1188  7 .1018004E+07   1000285E-02  .1143E+02  .9770E+01   .9999948  .0021953  .0023579
T 1189  7 .1013680E+07   1000487E-02  .6021E+01  .5869E+01   .9999992 -.0002100 -.0012839
T 1190  7 .1018885E+07   1000249E-02 -.1366E+02 -.5647E+01   .9999932 -.0028764 -.0022891
T 1191  7 .1002370E+07   1000211E-02 -.1788E+02  .1819E+00   .9999917 -.0040669 -.0002004
